,name,nb_reviews,location,rating,header,content,date,responded,response_date,response,company
91,craig,1,NL,5,my first time with cheaptickets,"my first time with cheaptickets, very user friendly, booked my flight easy, thank you, so far so good!!",2020-02-10 14:20:53+00:00,0,,-,cheaptickets.nl
92,Prithviraj,1,NL,5,Best website for Best deals all around the year,Got one of the best deals for flight on this website. Almost all my travels are booked from cheap tickets because of the amazing and cheap travel deals all around the year. Easy to book and pay. Most reliable website.,2020-02-09 17:46:14+00:00,0,,-,cheaptickets.nl
93,César,1,NL,5,Excellent service quickly and good…,Excellent service quickly and good information,2020-02-09 16:36:02+00:00,0,,-,cheaptickets.nl
94,Johandi,1,NL,5,I love this site and the prices amazing…,I love this site and the prices amazing compare to other sites.,2020-02-08 13:37:50+00:00,0,,-,cheaptickets.nl
95,Nazareno Braito,2,BE,1,No customer service at all,No customer service at all. Very bad website.,2020-02-07 08:39:11+00:00,1,2020-02-07 19:28:01.246000+00:00,"Good evening Nazareno,​We are very busy by phone due to the situation happening in China. I'm sorry if for this reason you were not able to get a hold of us. You can sent us a mail to info@cheaptickets.nl [info@cheaptickets.nl] with your question and your bookings number to check if we can assist you further.​I'm once again, sorry for the inconvenience.Kind regards,CheapTickets Customer ServiceDirah[https",cheaptickets.nl
96,mihai,1,NL,5,Hell profesionel en simple,Hell profesionel en simple,2020-02-06 20:29:14+00:00,0,,-,cheaptickets.nl
97,C. Dykstra,2,BE,4,good job,"good job, well done",2020-02-06 10:41:40+00:00,0,,-,cheaptickets.nl
98,"Dhr,. Groot de",1,NL,4,So far so good.,So far so good.,2020-02-04 17:35:13+00:00,0,,-,cheaptickets.nl
99,rs,1,NL,5,Snel en efficient.,Snel en efficient.,2020-02-04 11:31:04+00:00,0,,-,cheaptickets.nl
0,franc,6,NL,1,Bol.com has bad suppliers which they…,Bol.com has bad suppliers which they let the customer discover. After allot of troubles i have returned the good for the 2nd time (2 months) and still no money back. They promised to return the money last Thursday. Unfortunately they are not taking things over and i needed to call back in 2 days ect ect,2021-04-19 10:54:53+00:00,0,,-,bol.com
1,Mari-Anne Honkanen,3,NL,1,If possible I would give 0 stars,"If possible I would give 0 stars. Every time they manage to mess up the orders. My last order: laptop was the last drop. I received wrong product, of course. Sending it back I get no confirmation and laptop is lost in the space. I still do not have my money back 500€ fuutsie! Customer service doing nothing!",2021-04-18 18:49:29+00:00,1,2021-04-20 07:58:03.705000+00:00,"Hello Mari-Anne,Thank you for your review. The return was processed yesterday. I would like to refer you to the confirmation email for more information about the refund.Kind regards,Chantal from bol.com",bol.com
2,Pascal,2,BE,1,Very unreliable delivery in Belgium…,"Very unreliable delivery in Belgium with PostNL. They claim fast delivery, nut don't do it.",2021-04-13 20:22:14+00:00,1,2021-04-17 20:04:35.979000+00:00,"Hello Pascal,Thank you for your review.  We have requested information via a private message so that we can access your account.  Unfortunately we have not received a response from you.  If we can still help you, I would like to ask you to email your complaint + order number or customer number to customerservice@bol.com.  You can also reach us by telephone on 030 310 4999 Kind regards, Chantal from bol.com",bol.com
3,Lingute-n Sfârc,3,NL,1,Trash,"Trash! Ordered first time, after 24h they say it was a problem with the payment check. Come on, money was deducted from my account and you need 24h to see there was a problem. After few days got my money back and got emailed that it was a problem with their system and i can order again with no issue. Ordered again and over paid to get it the next day, what you think? If course i didn't receive it. And the support said is in progress but didn't want to tell me why? And just left the chat. Good job bol",2021-04-13 19:07:29+00:00,0,,-,bol.com
4,Ous,4,BE,5,Great prices on laptops,"Bought a laptop at a very competitive price compared to other websites and retailers, the laptop itself is better than what I expected.
Shipping to Brussels was quick

Can you guys also make your website available in French or/and English? Not everyone is comfortable with Nederlands",2021-04-07 23:49:33+00:00,1,2021-04-09 14:28:32.151000+00:00,Thank you for your review and your feedback!,bol.com
5,Jan,1,NL,5,very satisfied with my airpod ears from…,very satisfied with my airpod ears from bol.com,2021-04-06 14:29:40+00:00,1,2021-04-06 14:31:19.398000+00:00,Have fun with your new Airpod ears!😃,bol.com
6,Law,4,NL,5,Good delivery service with options for…,"Good delivery service with options for evening, same day, etc ; loads of available products ; customer service is good aswell.",2021-04-03 09:33:51+00:00,1,2021-04-03 10:41:30.472000+00:00,Thank you very much! :),bol.com
7,Meghan Waring,9,NL,4,Good selection,"Good selection, but the English version of the site is not great.  Also, some sellers post misleading descriptions.",2021-03-31 17:19:06+00:00,1,2021-04-01 08:14:17.016000+00:00,Thank you for your review and your feedback!,bol.com
8,Kimon Sklavounos,10,BE,4,"Good service & support, fast delivery, bit pricey","Fast service, excellent customer support (they even sent me cookies home!), really good return service, -1 star for being pricier than other sites but you get what you pay I'd say.",2021-03-31 12:16:24+00:00,1,2021-03-31 13:43:18.811000+00:00,"Thank you very much, Kimon!😃",bol.com
9,T Kimmy,9,BE,1,Where is my package??,Where is my package??? It’s been almost a week now god knows where did my package deliver as it’s showing delivered but where? I didn’t receive my stuffs give my money back otherwise i will take action ok mind it.,2021-03-25 17:13:31+00:00,1,2021-03-28 18:28:18.223000+00:00,"Hello T Kimmy,Thank you for your review.  We have requested information via a private message so that we can access your account.  Unfortunately we have not received a response from you.  If we can still help you, I would like to ask you to email your complaint + order number or customer number to customerservice@bol.com.  You can also reach us by telephone on 030 310 4999 Sincerely, Chantal from bol.com",bol.com
10,Dimitry Meire,7,BE,2,"Fast delivery, but books always arrive damaged","Fast delivery, but i always receive my books damaged... 

This last time my book even shipped in a brown paper bag, seriously. 

As a customer you can realy sense  the carelesness of their  employees that prepare the shipments.

Wich is a pitty.",2021-03-19 11:21:21+00:00,1,2021-03-19 12:57:55.514000+00:00,"Hello Dimitry,Thank you for your review. We will contact you as soon as possible.Kind regards,Chantal from bol.com",bol.com
11,customer,2,BE,1,"Never received the item and asked to pay for it, plus penalty twice its price","I never received the item. I had to make loads of phone calls to track it (and spend a lot of time trying to find their number, as they don't put it on their website). Finally, when I managed to track it, it said it had been sent back to the sender (another company called Bloompost). I wrote to them, they are still claiming my money, more than double the initial amont, while I never received the time. I am am still fighting and they claim I should have picked up, when I had no tracking number and no one put a notice in my door saying that they tried to deliver.",2021-03-19 09:21:35+00:00,1,2021-03-22 12:23:21.595000+00:00,"Hi Customer,Thank you for your review. We have requested information via a private message so that we can access your account. Unfortunately we have not received a response from you. If we can still help you, I would like to ask you to email your complaint + order number or customer number to customerservice@bol.com. You can also reach us by telephone on 030 310 4999.Kind regards,Chantal from bol.com",bol.com
12,Eljena,3,BE,1,Namaakproducten?!,"Narciso Rodriguez Pure Musc parfum aangekocht via BOL.COM:  Geur is zo goed als onbestaande en dus totaal niet zoals het staaltje. Het is alsof er zich water in het flesje bevindt. 
Ik heb mij tot Narciso Rodriguez klantendienst gewend en deze hebben mij het volgende geantwoord:
QUOTE
Thank you for your message.
Counterfeit goods are becoming an increasingly widespread problem, and consumers are the first victims. They end up paying for a fragrance or cosmetic product that has neither the same quality nor the same safety guarantees as the original product. The counterfeiter doesn’t just deceive the consumer, but also seriously jeopardises their health and safety. 
Counterfeiting equally damages our brand’s image and puts jobs in our industry at risk. 
For all these reasons, any purchase made outside of our approved distribution network carries a risk for which we cannot be held responsible. 
We strongly recommend verifying prior to purchase that the point of sale is part of our approved distribution network. BOL.COM. is currently not one of our approved distributors. 
Yours sincerely, 
UNQUOTE",2021-03-18 16:41:17+00:00,1,2021-03-22 07:25:58.136000+00:00,"Beste Eljena,Dank voor je review. Wij hebben via een privé bericht gegevens opgevraagd zodat wij je account erbij kunnen pakken. Helaas hebben wij geen reactie van je ontvangen. Mochten wij je alsnog kunnen helpen, dan wil ik je vragen om je klacht + bestelnummer of klant nummer te mailen naar klantenservice@bol.com. Ook kan je ons telefonisch bereiken op 030 310 4999Met vriendelijke groet,Chantal van bol.com",bol.com
13,Ron Amir,1,NL,1,Horrible customer servies from hell,Horrible customer servies from hell. High prices.,2021-03-13 11:42:05+00:00,0,,-,bol.com
14,Oliver Mawodza,9,GB,1,Very appalling service,Very appalling service. not reliable with deliveries and caused me lots on inconveniences...very furious,2021-03-12 09:28:55+00:00,0,,-,bol.com
15,Amir hossein Shateri,1,NL,1,I had an order 15 days ago,"I had an order 15 days ago, I made a mistake in the address only in the house number and now after more than 2 weeks I still have not received any convincing answer, they just say wait but I made the purchase because  They said it would reach me one day but now they do not give me any correct answer and I am really confused and I am afraid of losing my money.",2021-03-10 12:14:14+00:00,0,,-,bol.com
16,Gaspar G Bear,5,BE,5,i see people complaining for…,"i see people complaining for nothing.just people with 2 neurons who dont realize that the transport is not the fault of Bol....i am a client for many years now and I've had problems sometimes,i was disappointed for 2 times when the delivery company lost my package or it was damaged,but its not the fault of bol here...i received all the support for that if needed my money back. THEY ARE GOOD,not perfect but very good. people complain for all stupid things,unreal things ....get real guys...i prefer to buy from them because i can receive a product and if is not good  i can send it back...",2021-03-09 15:58:14+00:00,1,2021-03-16 12:37:44.770000+00:00,"Thank you very much, Gaspar! :)",bol.com
